trigger,match_type,promote_url,previous_promote_url,source,target_current_rank,current_top_result,priority,promotion_needed,disambiguated,url_level_original,rule_applied,change_note
retailing and consumer science,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/retailing-and-consumer-science,ahrefs,2,https://science.arizona.edu/,"P2 target present, buried",yes,,BASE,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/retailing-and-consumer-science
"rhetoric, composition and the teaching of english",exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/rhetoric-composition-and-teaching-of-english-ma,metadata,absent,https://sbs.arizona.edu/,"P2 relevant buried, target absent",yes,,GRAD,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/rhetoric-composition-and-teaching-of-english-ma
"rhetoric, composition and the teaching of english phd",exact,https://www.arizona.edu/degree-search/majors/rhetoric-composition-and-teaching-of-english-dp,https://www.arizona.edu/degree-search/majors/rhetoric-composition-and-teaching-of-english-dp,metadata,15,https://sbs.arizona.edu/,"P2 target present, buried",yes,yes,PHD,Rule 2 — specific entity (kept),
rock engineering certificate,exact,https://www.arizona.edu/degree-search/majors/rock-mechanics,https://www.arizona.edu/degree-search/majors/rock-mechanics,ahrefs,absent,https://www.arizona.edu/degree-search,"P2 relevant buried, target absent",yes,,BASE,Rule 2 — REVIEW: specific term on base page,needs GRAD entity; no matching level page in dataset — verify
russian degree,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/russian-language-focused-emphasis,ahrefs,absent,https://www.arizona.edu/degree-search,"P2 relevant buried, target absent",yes,,EMPHASIS,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/russian-language-focused-emphasis
russian studies culture intensive,exact,https://www.arizona.edu/degree-search/majors/russian-culture-focused-emphasis,https://www.arizona.edu/degree-search/majors/russian-culture-focused-emphasis,metadata,absent,https://humanities.arizona.edu/,"P2 relevant buried, target absent",yes,,EMPHASIS,Rule 2 — specific entity (kept),
saxophone performance,exact,https://www.arizona.edu/degree-search/majors/performance-saxophone-emphasis,https://www.arizona.edu/degree-search/majors/performance-saxophone-emphasis,metadata,1,https://www.arizona.edu/degree-search/majors/performance-saxophone-emphasis,P0 already #1,no (already #1),,EMPHASIS,Rule 2 — specific entity (kept),
school psychology,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/school-psychology-dp,metadata,absent,https://science.arizona.edu/,P1 all results off-topic,yes,,PHD,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/school-psychology-dp
school psychology education specialist,exact,https://www.arizona.edu/degree-search/majors/school-psychology-es,https://www.arizona.edu/degree-search/majors/school-psychology-es,metadata,absent,https://science.arizona.edu/,P1 all results off-topic,yes,yes,GRAD,Rule 2 — specific entity (kept),
science communication,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/science-communication,metadata,absent,https://sbs.arizona.edu/,"P2 relevant buried, target absent",yes,,BASE,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/science-communication
science degree university,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/science-ba,ahrefs,absent,https://www.arizona.edu/degree-search,"P2 relevant buried, target absent",yes,,UG,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/science-ba
science fashion,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/fashion-industry-s-science-and-technology,ahrefs,6,https://science.arizona.edu/,"P2 target present, buried",yes,,BASE,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/fashion-industry-s-science-and-technology
science law,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/science-law,metadata,absent,https://law.arizona.edu/,"P2 relevant buried, target absent",yes,,BASE,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/science-law
second language acquisition and teaching,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/second-language-acquisition-and-teaching,metadata,3,https://education.arizona.edu/,"P2 target present, buried",yes,,BASE,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/second-language-acquisition-and-teaching
secondary education,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/education-in-secondary-education,metadata,absent,https://education.arizona.edu/,"P2 relevant buried, target absent",yes,,BASE,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/education-in-secondary-education
semiconductor processing,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/semiconductor-processing,metadata,3,https://online.arizona.edu/programs/graduate-certificate/online-graduate-certificate-semiconductor-processing-gcert,"P2 target present, buried",yes,,BASE,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/semiconductor-processing
"social, cultural and critical theory",exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/social-cultural-and-critical-theory,metadata,2,https://gidp.arizona.edu/academic-programs/social-cultural-and-critical-theory,"P2 target present, buried",yes,,BASE,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/social-cultural-and-critical-theory
sociology,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/sociology,metadata,absent,https://sbs.arizona.edu/,"P2 relevant buried, target absent",yes,,BASE,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/sociology
sociology phd,exact,https://www.arizona.edu/degree-search/majors/sociology-dp,https://www.arizona.edu/degree-search/majors/sociology-dp,metadata,absent,https://sbs.arizona.edu/,"P2 relevant buried, target absent",yes,yes,PHD,Rule 2 — specific entity (kept),
socioology,exact,https://www.arizona.edu/degree-search/majors/sociology-ba,https://www.arizona.edu/degree-search/majors/sociology-ba,ahrefs,absent,https://sociology.arizona.edu/ba-sociology/requirements,P1 all results off-topic,yes,,UG,Rule 2 — specific entity (kept),
software engineering,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/software-engineering,metadata,absent,https://engineering.arizona.edu/index,"P2 relevant buried, target absent",yes,,BASE,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/software-engineering
software engineering ms,exact,https://www.arizona.edu/degree-search/majors/software-engineering-ms,https://www.arizona.edu/degree-search/majors/software-engineering-ms,metadata,absent,https://engineering.arizona.edu/index,"P2 relevant buried, target absent",yes,yes,GRAD,Rule 2 — specific entity (kept),
software engineering university of arizona,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/software-engineering-bsse,ahrefs,absent,https://engineering.arizona.edu/index,"P2 relevant buried, target absent",yes,,UG,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/software-engineering-bsse
spanish,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/spanish,metadata,absent,https://humanities.arizona.edu/,P1 all results off-topic,yes,,BASE,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/spanish
spanish and portuguese,exact,https://www.arizona.edu/degree-search/majors/spanish-spanish-and-portuguese-emphasis,https://www.arizona.edu/degree-search/majors/spanish-spanish-and-portuguese-emphasis,metadata,absent,https://humanities.arizona.edu/,"P2 relevant buried, target absent",yes,,EMPHASIS,Rule 2 — specific entity (kept),
spanish ba,exact,https://www.arizona.edu/degree-search/majors/spanish-ba,https://www.arizona.edu/degree-search/majors/spanish-ba,metadata,absent,https://humanities.arizona.edu/,P1 all results off-topic,yes,yes,UG,Rule 2 — specific entity (kept),
spanish hispanic linguistics,exact,https://www.arizona.edu/degree-search/majors/spanish-hispanic-linguistics-emphasis,https://www.arizona.edu/degree-search/majors/spanish-hispanic-linguistics-emphasis,metadata,absent,https://sbs.arizona.edu/,"P2 relevant buried, target absent",yes,,EMPHASIS,Rule 2 — specific entity (kept),
spanish literature,exact,https://www.arizona.edu/degree-search/majors/spanish-hispanic-literature-emphasis,https://www.arizona.edu/degree-search/majors/spanish-hispanic-literature-emphasis,metadata,absent,https://humanities.arizona.edu/,"P2 relevant buried, target absent",yes,,EMPHASIS,Rule 2 — specific entity (kept),
spanish ma,exact,https://www.arizona.edu/degree-search/majors/spanish-ma,https://www.arizona.edu/degree-search/majors/spanish-ma,metadata,absent,https://humanities.arizona.edu/,P1 all results off-topic,yes,yes,GRAD,Rule 2 — specific entity (kept),
spanish � hispanic linguistics,exact,https://www.arizona.edu/degree-search/majors/spanish-dp,https://www.arizona.edu/degree-search/majors/spanish-dp,metadata,absent,https://sbs.arizona.edu/,"P2 relevant buried, target absent",yes,,PHD,Rule 2 — specific entity (kept),
special education,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/special-education-ma,metadata,absent,https://education.arizona.edu/,"P2 relevant buried, target absent",yes,,GRAD,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/special-education-ma
special education phd,exact,https://www.arizona.edu/degree-search/majors/special-education-dp,https://www.arizona.edu/degree-search/majors/special-education-dp,metadata,absent,https://education.arizona.edu/,"P2 relevant buried, target absent",yes,yes,PHD,Rule 2 — specific entity (kept),
speech language and hearing sciences,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/speech-language-and-hearing-sciences,metadata,absent,https://science.arizona.edu/,"P2 relevant buried, target absent",yes,,BASE,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/speech-language-and-hearing-sciences
"speech, language and hearing sciences",exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/speech-language-and-hearing-sciences-bs,metadata,absent,https://slhs.arizona.edu/clinic/ua-speech-language-hearing-clinic,"P2 relevant buried, target absent",yes,,UG,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/speech-language-and-hearing-sciences-bs
"speech, language and hearing sciences phd",exact,https://www.arizona.edu/degree-search/majors/speech-language-and-hearing-sciences-dp,https://www.arizona.edu/degree-search/majors/speech-language-and-hearing-sciences-dp,metadata,absent,https://slhs.arizona.edu/clinic/ua-speech-language-hearing-clinic,"P2 relevant buried, target absent",yes,yes,PHD,Rule 2 — specific entity (kept),
sport and recreation leadership,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/sport-and-recreation-leadership,metadata,10,https://rec.arizona.edu/,"P2 target present, buried",yes,,BASE,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/sport-and-recreation-leadership
sport and recreation management,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/sport-and-recreation-management,metadata,absent,https://eller.arizona.edu/,"P2 relevant buried, target absent",yes,,BASE,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/sport-and-recreation-management
stage and screen studies,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/stage-and-screen-studies,metadata,1,https://www.arizona.edu/degree-search/majors/stage-and-screen-studies,P0 already #1,no (already #1),,BASE,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/stage-and-screen-studies
statistics and data science,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/statistics-and-data-science-bs,metadata,absent,https://infosci.arizona.edu/,"P2 relevant buried, target absent",yes,,UG,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/statistics-and-data-science-bs
statistics and data science graduate certificate,exact,https://www.arizona.edu/degree-search/majors/statistics-and-data-science-gc,https://www.arizona.edu/degree-search/majors/statistics-and-data-science-gc,metadata,absent,https://infosci.arizona.edu/,"P2 relevant buried, target absent",yes,yes,GRAD,Rule 2 — specific entity (kept),
statistics and data science ms,exact,https://www.arizona.edu/degree-search/majors/statistics-and-data-science-ms,https://www.arizona.edu/degree-search/majors/statistics-and-data-science-ms,metadata,absent,https://infosci.arizona.edu/,"P2 relevant buried, target absent",yes,yes,GRAD,Rule 2 — specific entity (kept),
statistics and data science phd,exact,https://www.arizona.edu/degree-search/majors/statistics-and-data-science-dp,https://www.arizona.edu/degree-search/majors/statistics-and-data-science-dp,metadata,absent,https://infosci.arizona.edu/,"P2 relevant buried, target absent",yes,yes,PHD,Rule 2 — specific entity (kept),
string bass performance,exact,https://www.arizona.edu/degree-search/majors/performance-string-bass-emphasis,https://www.arizona.edu/degree-search/majors/performance-string-bass-emphasis,metadata,1,https://www.arizona.edu/degree-search/majors/performance-string-bass-emphasis,P0 already #1,no (already #1),,EMPHASIS,Rule 2 — specific entity (kept),
studies of global media,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/studies-of-global-media,metadata,absent,https://international.arizona.edu/study-abroad,"P2 relevant buried, target absent",yes,,BASE,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/studies-of-global-media
studies of global media ba,exact,https://www.arizona.edu/degree-search/majors/studies-of-global-media-ba,https://www.arizona.edu/degree-search/majors/studies-of-global-media-ba,metadata,absent,https://international.arizona.edu/study-abroad,"P2 relevant buried, target absent",yes,yes,UG,Rule 2 — specific entity (kept),
studies of global media ma,exact,https://www.arizona.edu/degree-search/majors/studies-of-global-media-ma,https://www.arizona.edu/degree-search/majors/studies-of-global-media-ma,metadata,absent,https://international.arizona.edu/study-abroad,"P2 relevant buried, target absent",yes,yes,GRAD,Rule 2 — specific entity (kept),
studio art 2d,exact,https://www.arizona.edu/degree-search/majors/studio-art-two-dimensional-emphasis,https://www.arizona.edu/degree-search/majors/studio-art-two-dimensional-emphasis,ahrefs,20,https://cfa.arizona.edu/,"P2 target present, buried",yes,,EMPHASIS,Rule 2 — specific entity (kept),
studio arts degree,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/studio-art,ahrefs,2,https://www.arizona.edu/degree-search,"P2 target present, buried",yes,,BASE,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/studio-art
studio illustration,exact,https://www.arizona.edu/degree-search/majors/studio-art-illustration-design-and-animation-emphasis,https://www.arizona.edu/degree-search/majors/studio-art-illustration-design-and-animation-emphasis,ahrefs,3,https://education.arizona.edu/calendar/illustrator-studio-oil-painting-demonstration,"P2 target present, buried",yes,,EMPHASIS,Rule 2 — specific entity (kept),
sustainability community development degree,exact,https://www.arizona.edu/degree-search/majors/sustainable-built-environments-sustainable-communities-emphasis,https://www.arizona.edu/degree-search/majors/sustainable-built-environments-sustainable-communities-emphasis,ahrefs,absent,https://www.arizona.edu/degree-search,"P2 relevant buried, target absent",yes,,EMPHASIS,Rule 2 — specific entity (kept),
sustainable built environment,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/sustainable-built-environments,ahrefs,10,https://environment.arizona.edu/major/sustainable-built-environments,"P2 target present, buried",yes,,BASE,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/sustainable-built-environments
sustainable built environments,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/sustainable-built-environments,ahrefs,10,https://environment.arizona.edu/major/sustainable-built-environments,"P2 target present, buried",yes,,BASE,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/sustainable-built-environments
sustainable built environments sustainable landscapes,exact,https://www.arizona.edu/degree-search/majors/sustainable-built-environments-sustainable-landscapes-emphasis,https://www.arizona.edu/degree-search/majors/sustainable-built-environments-sustainable-landscapes-emphasis,metadata,1,https://www.arizona.edu/degree-search/majors/sustainable-built-environments-sustainable-landscapes-emphasis,P0 already #1,no (already #1),,EMPHASIS,Rule 2 — specific entity (kept),
sustainable design and construction,exact,https://www.arizona.edu/degree-search/majors/sustainable-built-environments-sustainable-buildings-emphasis,https://www.arizona.edu/degree-search/majors/sustainable-built-environments-sustainable-buildings-emphasis,ahrefs,absent,https://sustainability.arizona.edu/projects/sustainability-climate-action-plan/initiatives/create-dedicated-sustainable-design,"P2 relevant buried, target absent",yes,,EMPHASIS,Rule 2 — specific entity (kept),
sustainable horticulture degree,exact,https://www.arizona.edu/degree-search/majors/sustainable-plant-systems-urban-horticulture-emphasis,https://www.arizona.edu/degree-search/majors/sustainable-plant-systems-urban-horticulture-emphasis,ahrefs,3,https://www.arizona.edu/degree-search,"P2 target present, buried",yes,,EMPHASIS,Rule 2 — specific entity (kept),
sustainable plant systems agronomy,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/sustainable-plant-systems-agronomy-option,metadata,absent,https://www.arizona.edu/degree-search/majors/sustainable-plant-systems-agronomy-and-horticulture-emphasis,"P2 relevant buried, target absent",yes,,BASE,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/sustainable-plant-systems-agronomy-option
sustainable plant systems agronomy and horticulture,exact,https://www.arizona.edu/degree-search/majors/sustainable-plant-systems-agronomy-and-horticulture-emphasis,https://www.arizona.edu/degree-search/majors/sustainable-plant-systems-agronomy-and-horticulture-emphasis,metadata,1,https://www.arizona.edu/degree-search/majors/sustainable-plant-systems-agronomy-and-horticulture-emphasis,P0 already #1,no (already #1),,EMPHASIS,Rule 2 — specific entity (kept),
sustainable plant systems fresh produce safety,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/sustainable-plant-systems-fresh-produce-safety,metadata,3,https://online.arizona.edu/programs/undergraduate/online-bachelor-science-sustainable-plant-systems-fresh-produce-safety-bs,"P2 target present, buried",yes,,BASE,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/sustainable-plant-systems-fresh-produce-safety
sustainable real estate development,exact,https://www.arizona.edu/degree-search/majors/sustainable-built-environments-sustainable-real-estate-development-emphasis,https://www.arizona.edu/degree-search/majors/sustainable-built-environments-sustainable-real-estate-development-emphasis,ahrefs,2,https://www.arizona.edu/degree-search/majors/real-estate-development,"P2 target present, buried",yes,,EMPHASIS,Rule 2 — specific entity (kept),
systems & industrial engineering,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/systems-and-industrial-engineering,metadata,absent,https://engineering.arizona.edu/index,"P2 relevant buried, target absent",yes,,BASE,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/systems-and-industrial-engineering
systems engineer major,exact,https://www.arizona.edu/degree-search/majors/systems-engineering-bsse,https://www.arizona.edu/degree-search/majors/systems-engineering-bsse,ahrefs,absent,https://www.arizona.edu/degree-search,"P2 relevant buried, target absent",yes,,UG,Rule 2 — specific entity (kept),
systems engineering,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/systems-engineering,metadata,absent,https://engineering.arizona.edu/index,"P2 relevant buried, target absent",yes,,BASE,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/systems-engineering
systems engineering graduate certificate,exact,https://www.arizona.edu/degree-search/majors/systems-engineering-gc,https://www.arizona.edu/degree-search/majors/systems-engineering-gc,metadata,absent,https://engineering.arizona.edu/index,"P2 relevant buried, target absent",yes,yes,GRAD,Rule 2 — specific entity (kept),
systems engineering ms,exact,https://www.arizona.edu/degree-search/majors/systems-engineering-ms,https://www.arizona.edu/degree-search/majors/systems-engineering-ms,metadata,absent,https://engineering.arizona.edu/index,"P2 relevant buried, target absent",yes,yes,GRAD,Rule 2 — specific entity (kept),
teaching & learning,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/teaching-and-learning,metadata,absent,https://education.arizona.edu/,"P2 relevant buried, target absent",yes,,BASE,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/teaching-and-learning
teaching english as a second language,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/teaching-english-as-a-second-language,metadata,absent,https://sbs.arizona.edu/,"P2 relevant buried, target absent",yes,,BASE,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/teaching-english-as-a-second-language
teaching english as a second/foreign language,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/teaching-english-as-a-second-or-foreign-language,metadata,absent,https://sbs.arizona.edu/,"P2 relevant buried, target absent",yes,,BASE,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/teaching-english-as-a-second-or-foreign-language
teaching persian as a second language,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/teaching-persian-as-a-second-language,metadata,3,https://education.arizona.edu/,"P2 target present, buried",yes,,BASE,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/teaching-persian-as-a-second-language
"teaching, learning & sociocultural studies",exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/teaching-learning-and-sociocultural-studies,metadata,8,https://education.arizona.edu/,"P2 target present, buried",yes,,BASE,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/teaching-learning-and-sociocultural-studies
technology in second language teaching,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/technology-in-second-language-teaching,metadata,2,https://education.arizona.edu/,"P2 target present, buried",yes,,BASE,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/technology-in-second-language-teaching
the university of arizona majors,exact,https://www.arizona.edu/degree-search/majors/science-bs,https://www.arizona.edu/degree-search/majors/science-bs,ahrefs,absent,https://www.arizona.edu/admissions,P1 all results off-topic,yes,,UG,Rule 2 — specific entity (kept),
theatre arts,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/theatre-arts,metadata,absent,https://cfa.arizona.edu/,"P2 relevant buried, target absent",yes,,BASE,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/theatre-arts
theatre production design and technical production,exact,https://www.arizona.edu/degree-search/majors/theatre-production-design-and-technical-production-emphasis,https://www.arizona.edu/degree-search/majors/theatre-production-design-and-technical-production-emphasis,metadata,absent,https://cfa.arizona.edu/,"P2 relevant buried, target absent",yes,,EMPHASIS,Rule 2 — specific entity (kept),
theatre production professional actors training program,exact,https://www.arizona.edu/degree-search/majors/theatre-production-professional-actors-training-program-emphasis,https://www.arizona.edu/degree-search/majors/theatre-production-professional-actors-training-program-emphasis,metadata,absent,https://www.arizona.edu/degree-search,"P2 relevant buried, target absent",yes,,EMPHASIS,Rule 2 — specific entity (kept),
topics in cognitive science,exact,https://www.arizona.edu/degree-search/majors/neuroscience-and-cognitive-science-language-and-communication-science-emphasis,https://www.arizona.edu/degree-search/majors/neuroscience-and-cognitive-science-language-and-communication-science-emphasis,ahrefs,absent,https://science.arizona.edu/,"P2 relevant buried, target absent",yes,,EMPHASIS,Rule 2 — specific entity (kept),
topics of finance,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/topics-of-finance,metadata,absent,https://eller.arizona.edu/,"P2 relevant buried, target absent",yes,,BASE,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/topics-of-finance
transcultural german studies,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/transcultural-german-studies,metadata,10,https://humanities.arizona.edu/,"P2 target present, buried",yes,,BASE,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/transcultural-german-studies
transgender studies degree,exact,https://www.arizona.edu/degree-search/majors/gender-women-s-studies-queer-trans-and-sexuality-studies-emphasis,https://www.arizona.edu/degree-search/majors/gender-women-s-studies-queer-trans-and-sexuality-studies-emphasis,ahrefs,absent,https://www.arizona.edu/degree-search,"P2 relevant buried, target absent",yes,,EMPHASIS,Rule 2 — specific entity (kept),
translate bachelor degree in spanish,exact,https://www.arizona.edu/degree-search/majors/spanish-translation-and-interpretation-emphasis,https://www.arizona.edu/degree-search/majors/spanish-translation-and-interpretation-emphasis,ahrefs,absent,https://www.arizona.edu/degree-search,P1 all results off-topic,yes,,EMPHASIS,Rule 2 — specific entity (kept),
trombone performance,exact,https://www.arizona.edu/degree-search/majors/performance-trombone-emphasis,https://www.arizona.edu/degree-search/majors/performance-trombone-emphasis,metadata,1,https://www.arizona.edu/degree-search/majors/performance-trombone-emphasis,P0 already #1,no (already #1),,EMPHASIS,Rule 2 — specific entity (kept),
trumpet performance,exact,https://www.arizona.edu/degree-search/majors/performance-trumpet-emphasis,https://www.arizona.edu/degree-search/majors/performance-trumpet-emphasis,metadata,1,https://www.arizona.edu/degree-search/majors/performance-trumpet-emphasis,P0 already #1,no (already #1),,EMPHASIS,Rule 2 — specific entity (kept),
tuba performance,exact,https://www.arizona.edu/degree-search/majors/performance-tuba-emphasis,https://www.arizona.edu/degree-search/majors/performance-tuba-emphasis,metadata,1,https://www.arizona.edu/degree-search/majors/performance-tuba-emphasis,P0 already #1,no (already #1),,EMPHASIS,Rule 2 — specific entity (kept),
tv degree,exact,https://www.arizona.edu/degree-search/majors/film-and-television-ba,https://www.arizona.edu/degree-search/majors/film-and-television-ba,ahrefs,absent,https://www.arizona.edu/degree-search,P1 all results off-topic,yes,,UG,Rule 2 — specific entity (kept),
u of a accounting,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/accounting-bsba,ahrefs,absent,https://eller.arizona.edu/,"P2 relevant buried, target absent",yes,,UG,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/accounting-bsba
u of a degrees,exact,https://www.arizona.edu/degree-search/majors/law,https://www.arizona.edu/degree-search/majors/law,ahrefs,absent,https://english.arizona.edu/declare,P1 all results off-topic,yes,,BASE,REVIEW: base-page mapping (verify generic vs keep),trigger not a clean field-name match; left unchanged
u of a doctoral programs,exact,https://www.arizona.edu/degree-search/majors/higher-education-dp,https://www.arizona.edu/degree-search/majors/higher-education-dp,ahrefs,absent,https://vetmed.arizona.edu/academics/post-doctoral-programs,"P2 relevant buried, target absent",yes,,PHD,Rule 2 — specific entity (kept),
u of a psychology,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/psychology-ba,ahrefs,absent,https://science.arizona.edu/,P1 all results off-topic,yes,,UG,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/psychology-ba
u of a transfer credits,exact,https://www.arizona.edu/degree-search/transfer-credit,https://www.arizona.edu/degree-search/transfer-credit,ahrefs,8,https://transfersupport.arizona.edu/transfer-credit,"P2 target present, buried",yes,,NAV,Unchanged — navigational/non-major,
ua degree search,exact,https://www.arizona.edu/degree-search/majors/law,https://www.arizona.edu/degree-search/majors/law,ahrefs,absent,https://www.arizona.edu/degree-search,"P2 relevant buried, target absent",yes,,BASE,REVIEW: base-page mapping (verify generic vs keep),trigger not a clean field-name match; left unchanged
university of arizona accounting,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/accounting-bsba,ahrefs,absent,https://eller.arizona.edu/,"P2 relevant buried, target absent",yes,,UG,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/accounting-bsba
university of arizona africana studies,exact,https://www.arizona.edu/degree-search,https://www.arizona.edu/degree-search/majors/africana-studies,ahrefs,3,https://africana.arizona.edu/,"P2 target present, buried",yes,,BASE,Rule 1 — generic term → DS home,was: https://www.arizona.edu/degree-search/majors/africana-studies
university of arizona animation,exact,https://www.arizona.edu/degree-search/majors/studio-art-illustration-design-and-animation-emphasis,https://www.arizona.edu/degree-search/majors/studio-art-illustration-design-and-animation-emphasis,ahrefs,absent,https://www.arizona.edu/admissions,P1 all results off-topic,yes,,EMPHASIS,Rule 2 — specific entity (kept),
university of arizona applied computing,exact,https://www.arizona.edu/degree-search/majors/applied-computing-software-development-emphasis,https://www.arizona.edu/degree-search/majors/applied-computing-software-development-emphasis,ahrefs,11,https://www.arizona.edu/admissions,"P2 target present, buried",yes,,EMPHASIS,Rule 2 — specific entity (kept),
university of arizona applied computing devops emphasis,exact,https://www.arizona.edu/degree-search/majors/applied-computing-devops-emphasis,https://www.arizona.edu/degree-search/majors/applied-computing-devops-emphasis,ahrefs,8,https://www.arizona.edu/admissions,"P2 target present, buried",yes,yes,EMPHASIS,Rule 2 — specific entity (kept),
